message_id,match_id,champion_name,time,sent_to,message,association_to_offender,kills,deaths,assists,outcome,label,kda
71,4002,Gangplank,0:01:47,All,dive ??,enemy,17,7,14,Win,0,4.43
72,4002,Yasuo,0:01:51,Team1,''undertour'',enemy,26,5,15,Win,0,8.2
73,4002,Teemo,0:01:53,Team1,...,enemy,6,3,9,Win,0,5.0
74,4002,Teemo,0:01:54,Team1,hate,enemy,6,3,9,Win,0,5.0
75,4002,Ezreal,0:02:03,Team2,karma bot,ally,9,7,5,Loss,0,2.0
76,4002,Karma,0:02:45,Team2,going,ally,1,8,11,Loss,0,1.5
77,4002,Riven,0:03:06,Team2,xin pls stay in shit,ally,6,17,3,Loss,0,0.53
78,4002,Karma,0:04:05,Team2,going mid...,ally,1,8,11,Loss,0,1.5
79,4002,Ezreal,0:04:10,Team2,report,ally,9,7,5,Loss,0,2.0
80,4002,Xin Zhao,0:04:18,Team2,fk u riven,ally,4,14,7,Loss,1,0.79
81,4002,Xin Zhao,0:04:27,Team2,nooooooooooooooooooooooooooooooooooooooooooob,ally,4,14,7,Loss,1,0.79
82,4002,Yasuo,0:04:28,Team1,teamwork..,enemy,26,5,15,Win,0,8.2
83,4002,Teemo,0:04:37,Team1,dumbass,enemy,6,3,9,Win,1,5.0
84,4002,Yasuo,0:04:47,Team1,hha,enemy,26,5,15,Win,0,8.2
85,4002,Yasuo,0:04:49,Team1,haha*,enemy,26,5,15,Win,0,8.2
86,4002,Yasuo,0:05:12,Team1,dont run,enemy,26,5,15,Win,0,8.2
87,4002,Yasuo,0:05:13,Team1,u can,enemy,26,5,15,Win,0,8.2
88,4002,Blitzcrank,0:05:19,Team1,dumbass,enemy,3,3,21,Win,1,8.0
89,4002,Xin Zhao,0:05:25,Team2,nooooooooooooob riven$,ally,4,14,7,Loss,1,0.79
90,4002,Riven,0:05:32,Team2,asshole u,ally,6,17,3,Loss,1,0.53
91,4002,Yasuo,0:06:15,Team1,2tf?,enemy,26,5,15,Win,1,8.2
92,4002,Yasuo,0:06:17,Team1,wtf?,enemy,26,5,15,Win,1,8.2
93,4002,Yasuo,0:06:18,Team1,gp,enemy,26,5,15,Win,0,8.2
94,4002,Yasuo,0:06:20,Team1,u are tard,enemy,26,5,15,Win,1,8.2
95,4002,Yasuo,0:06:22,Team1,i suicide,enemy,26,5,15,Win,0,8.2
96,4002,Yasuo,0:06:24,Team1,for safe,enemy,26,5,15,Win,0,8.2
97,4002,Yasuo,0:06:29,Team1,fucking life,enemy,26,5,15,Win,1,8.2
98,4002,Yasuo,0:06:36,Team1,asshole u suicide,enemy,26,5,15,Win,1,8.2
99,4002,Heimerdinger,0:06:36,Team2,llamar,offender,0,12,3,Loss,0,0.25
100,4002,Yasuo,0:06:38,Team1,noob,enemy,26,5,15,Win,1,8.2
101,4002,Karma,0:07:06,Team2,i go bot again,ally,1,8,11,Loss,0,1.5
102,4002,Ezreal,0:07:11,Team2,xin help bot pls,ally,9,7,5,Loss,0,2.0
103,4002,Yasuo,0:07:33,Team1,ur are welcome...,enemy,26,5,15,Win,0,8.2
104,4002,Yasuo,0:07:43,Team1,u*,enemy,26,5,15,Win,0,8.2
105,4002,Riven,0:08:48,Team2,ss,ally,6,17,3,Loss,0,0.53
106,4002,Heimerdinger,0:08:49,All,dumbass pro,offender,0,12,3,Loss,1,0.25
107,4002,Yasuo,0:09:09,Team1,see gp,enemy,26,5,15,Win,0,8.2
108,4002,Yasuo,0:09:11,Team1,without me,enemy,26,5,15,Win,0,8.2
109,4002,Yasuo,0:09:12,Team1,u die,enemy,26,5,15,Win,1,8.2
110,4002,Gangplank,0:09:52,Team1,dumbass,enemy,17,7,14,Win,1,4.43
111,4002,Teemo,0:09:59,Team1,def,enemy,6,3,9,Win,0,5.0
112,4002,Blitzcrank,0:10:02,Team1,k,enemy,3,3,21,Win,0,8.0
113,4002,Yasuo,0:10:49,Team1,use ulti gp,enemy,26,5,15,Win,0,8.2
114,4002,Teemo,0:12:19,Team1,lol,enemy,6,3,9,Win,0,5.0
115,4002,Ezreal,0:12:21,All,dat blitz :P,ally,9,7,5,Loss,0,2.0
116,4002,Teemo,0:13:16,All,hi,enemy,6,3,9,Win,0,5.0
117,4002,Gangplank,0:13:16,All,nihahahahahah,enemy,17,7,14,Win,0,4.43
118,4002,Ezreal,0:13:23,Team2,oom,ally,9,7,5,Loss,0,2.0
119,4002,Blitzcrank,0:13:31,Team1,didn't play as bl dumb for long,enemy,3,3,21,Win,0,8.0
120,4002,Riven,0:13:53,Team2,ss,ally,6,17,3,Loss,0,0.53
121,4002,Ezreal,0:14:09,Team2,dumbass,ally,9,7,5,Loss,1,2.0
122,4002,Teemo,0:14:09,Team1,ss,enemy,6,3,9,Win,0,5.0
123,4002,Ezreal,0:14:12,Team2,..,ally,9,7,5,Loss,0,2.0
124,4002,Heimerdinger,0:14:13,All,noob,offender,0,12,3,Loss,1,0.25
125,4002,Ezreal,0:14:40,All,i used my e in ur q :P,ally,9,7,5,Loss,0,2.0
126,4002,Riven,0:15:12,Team2,ss,ally,6,17,3,Loss,0,0.53
127,4002,Yasuo,0:15:15,All,dumbass,enemy,26,5,15,Win,1,8.2
128,4002,Teemo,0:15:31,Team1,......,enemy,6,3,9,Win,0,5.0
129,4002,Blitzcrank,0:15:36,Team1,no mana sry,enemy,3,3,21,Win,0,8.0
130,4002,Karma,0:15:37,Team2,I'M BROKEEEEEEENE,ally,1,8,11,Loss,0,1.5
131,4002,Ezreal,0:15:44,Team2,:D,ally,9,7,5,Loss,0,2.0
132,4002,Lissassholera,0:15:45,Team1,fuckhead,enemy,6,2,14,Win,1,10.0
133,4002,Teemo,0:15:53,Team1,0/1,enemy,6,3,9,Win,0,5.0
134,4002,Teemo,0:15:57,Team1,........,enemy,6,3,9,Win,0,5.0
135,4002,Teemo,0:16:00,Team1,fuck noob,enemy,6,3,9,Win,1,5.0
136,4002,Xin Zhao,0:16:05,Team2,no ss noobs,ally,4,14,7,Loss,1,0.79
137,4002,Blitzcrank,0:16:08,Team1,ez 1/0,enemy,3,3,21,Win,1,8.0
138,4002,Blitzcrank,0:16:12,Team1,we can win,enemy,3,3,21,Win,0,8.0
139,4002,Teemo,0:16:15,Team1,no,enemy,6,3,9,Win,0,5.0
140,4002,Blitzcrank,0:16:20,Team1,we will,enemy,3,3,21,Win,0,8.0
141,4002,Xin Zhao,0:16:42,Team2,noob team,ally,4,14,7,Loss,1,0.79
142,4002,Blitzcrank,0:16:52,Team1,:),enemy,3,3,21,Win,0,8.0
143,4002,Riven,0:17:06,Team2,ss,ally,6,17,3,Loss,0,0.53
144,4002,Blitzcrank,0:17:19,Team1,:/,enemy,3,3,21,Win,0,8.0
145,4002,Teemo,0:17:24,Team1,xD,enemy,6,3,9,Win,0,5.0
146,4002,Ezreal,0:17:27,All,xD,ally,9,7,5,Loss,0,2.0
147,4002,Yasuo,0:17:29,Team1,?,enemy,26,5,15,Win,0,8.2
148,4002,Blitzcrank,0:17:31,Team1,bug,enemy,3,3,21,Win,0,8.0
149,4002,Blitzcrank,0:17:46,Team1,see??,enemy,3,3,21,Win,0,8.0
150,4002,Ezreal,0:17:47,Team2,karma ? oO,ally,9,7,5,Loss,0,2.0
151,4002,Blitzcrank,0:17:48,Team1,:),enemy,3,3,21,Win,0,8.0
152,4002,Teemo,0:17:51,Team1,yes,enemy,6,3,9,Win,0,5.0
153,4002,Ezreal,0:18:06,Team2,da team ...,ally,9,7,5,Loss,0,2.0
154,4002,Gangplank,0:18:40,Team1,i take,enemy,17,7,14,Win,0,4.43
155,4002,Lissassholera,0:18:45,Team1,nio,enemy,6,2,14,Win,0,10.0
156,4002,Yasuo,0:18:47,All,fuckhead heim,enemy,26,5,15,Win,1,8.2
157,4002,Lissassholera,0:19:04,Team1,noob noob don't need it !!!!!,enemy,6,2,14,Win,1,10.0
158,4002,Heimerdinger,0:19:12,All,say the noob playing the noobchamp,offender,0,12,3,Loss,1,0.25
159,4002,Ezreal,0:19:12,Team2,-.- soo bad,ally,9,7,5,Loss,0,2.0
160,4002,Teemo,0:19:26,All,u noob? yes u,enemy,6,3,9,Win,1,5.0
161,4002,Heimerdinger,0:19:32,All,nop yasuo,offender,0,12,3,Loss,0,0.25
162,4002,Heimerdinger,0:19:38,All,just sucks so hard,offender,0,12,3,Loss,1,0.25
163,4002,Teemo,0:19:40,All,uuuuuuuuuuu,enemy,6,3,9,Win,0,5.0
164,4002,Heimerdinger,0:19:48,All,can only kill an afk with a retarded champ,offender,0,12,3,Loss,1,0.25
165,4002,Blitzcrank,0:20:05,Team1,:D,enemy,3,3,21,Win,0,8.0
166,4002,Yasuo,0:20:23,All,"want 1vs1 with other champ , heim?",enemy,26,5,15,Win,0,8.2
167,4002,Xin Zhao,0:20:31,Team2,noobs$,ally,4,14,7,Loss,1,0.79
168,4002,Teemo,0:20:37,Team1,:DD,enemy,6,3,9,Win,0,5.0
169,4002,Teemo,0:21:26,Team1,ks,enemy,6,3,9,Win,0,5.0
170,4002,Teemo,0:21:39,Team1,noob gp,enemy,6,3,9,Win,1,5.0
171,4002,Yasuo,0:21:52,Team1,tank,enemy,26,5,15,Win,0,8.2
172,4002,Yasuo,0:21:53,Team1,bltiz,enemy,26,5,15,Win,0,8.2
173,4002,Gangplank,0:22:02,Team1,lol yasuo,enemy,17,7,14,Win,0,4.43
174,4002,Yasuo,0:22:08,Team1,?,enemy,26,5,15,Win,0,8.2
175,4002,Gangplank,0:23:22,All,die,enemy,17,7,14,Win,1,4.43
176,4002,Teemo,0:23:26,Team1,uu,enemy,6,3,9,Win,0,5.0
177,4002,Teemo,0:23:29,Team1,syka,enemy,6,3,9,Win,0,5.0
178,4002,Teemo,0:23:31,Team1,kser,enemy,6,3,9,Win,0,5.0
179,4002,Gangplank,0:23:36,All,lol riven,enemy,17,7,14,Win,0,4.43
180,4002,Yasuo,0:23:38,All,fuckhead heim,enemy,26,5,15,Win,1,8.2
181,4002,Gangplank,0:23:41,All,lol blitz,enemy,17,7,14,Win,0,4.43
182,4002,Gangplank,0:23:46,All,lol ez,enemy,17,7,14,Win,1,4.43
183,4002,Blitzcrank,0:23:46,Team1,:D,enemy,3,3,21,Win,0,8.0
184,4002,Ezreal,0:23:48,Team2,-.-,ally,9,7,5,Loss,0,2.0
185,4002,Ezreal,0:23:51,Team2,noob,ally,9,7,5,Loss,1,2.0
186,4002,Teemo,0:24:26,Team1,...,enemy,6,3,9,Win,0,5.0
187,4002,Teemo,0:24:27,Team1,2-Mar,enemy,6,3,9,Win,0,5.0
188,4002,Yasuo,0:24:39,Team1,grap,enemy,26,5,15,Win,0,8.2
189,4002,Blitzcrank,0:25:06,Team1,:D,enemy,3,3,21,Win,0,8.0
190,4002,Teemo,0:25:17,Team1,..,enemy,6,3,9,Win,0,5.0
191,4002,Heimerdinger,0:25:27,All,easy,offender,0,12,3,Loss,0,0.25
192,4002,Riven,0:25:42,All,YEAH EASY,ally,6,17,3,Loss,0,0.53
193,4002,Teemo,0:25:57,All,sasay,enemy,6,3,9,Win,0,5.0
194,4002,Blitzcrank,0:26:33,Team1,sry,enemy,3,3,21,Win,0,8.0
195,4002,Xin Zhao,0:26:41,All,look my team no help,ally,4,14,7,Loss,0,0.79
196,4002,Teemo,0:26:48,All,".....report gp, ty",enemy,6,3,9,Win,0,5.0
197,4002,Riven,0:26:53,Team2,no is a easy,ally,6,17,3,Loss,0,0.53
198,4002,Xin Zhao,0:26:56,Team2,noobbs --- no surrr,ally,4,14,7,Loss,1,0.79
199,4002,Gangplank,0:28:09,Team1,plz,enemy,17,7,14,Win,0,4.43
200,4002,Gangplank,0:28:11,Team1,noob,enemy,17,7,14,Win,1,4.43
201,4002,Teemo,0:28:14,Team1,u,enemy,6,3,9,Win,0,5.0
202,4002,Blitzcrank,0:28:33,Team1,saved u,enemy,3,3,21,Win,0,8.0
203,4002,Ezreal,0:28:46,All,dat feed,ally,9,7,5,Loss,0,2.0
204,4002,Teemo,0:29:03,Team1,..,enemy,6,3,9,Win,0,5.0
205,4002,Teemo,0:29:05,Team1,ksser,enemy,6,3,9,Win,0,5.0
206,4002,Gangplank,0:29:10,Team1,see,enemy,17,7,14,Win,0,4.43
207,4002,Teemo,0:29:13,Team1,u2,enemy,6,3,9,Win,0,5.0
208,4002,Heimerdinger,0:32:42,All,EASY,offender,0,12,3,Loss,0,0.25
209,4002,Teemo,0:32:50,Team1,:D,enemy,6,3,9,Win,0,5.0
210,4002,Ezreal,0:33:01,All,bg,ally,9,7,5,Loss,0,2.0
211,4002,Teemo,0:33:02,All,fuck noob,enemy,6,3,9,Win,1,5.0
212,4002,Riven,0:33:04,All,fuck noob,ally,6,17,3,Loss,1,0.53
213,4002,Ezreal,0:33:04,All,report jeime r,ally,9,7,5,Loss,0,2.0
214,4002,Karma,0:33:05,All,BGV,ally,1,8,11,Loss,0,1.5
215,4002,Heimerdinger,0:33:06,All,so easy,offender,0,12,3,Loss,0,0.25
216,4003,Ahri,0:00:17,Team2,invade,offender,5,9,4,Loss,0,1.0
217,4003,Ahri,0:01:24,Team2,shit,offender,5,9,4,Loss,1,1.0
218,4003,Ahri,0:01:25,Team2,go shit,offender,5,9,4,Loss,1,1.0
219,4003,Ahri,0:01:29,Team2,we steal,offender,5,9,4,Loss,0,1.0
220,4003,Ahri,0:01:40,Team2,:D,offender,5,9,4,Loss,0,1.0
221,4003,Ezreal,0:02:25,Team1,great..,enemy,7,3,11,Win,0,6.0
222,4003,Amumu,0:02:31,Team1,yes,enemy,10,2,15,Win,0,12.5
223,4003,Janna,0:02:35,Team2,wp,ally,0,4,12,Loss,0,3.0
224,4003,Blitzcrank,0:02:40,Team1,bad flash,enemy,3,5,20,Win,0,4.6
225,4003,Jinx,0:02:40,Team2,bad yuse of barrier though,ally,6,7,8,Loss,0,2.0
226,4003,Blitzcrank,0:02:48,Team1,u was out of pos,enemy,3,5,20,Win,0,4.6
227,4003,Ezreal,0:02:50,Team1,lol,enemy,7,3,11,Win,0,6.0
228,4003,Janna,0:02:52,Team2,ez used as noob ,ally,0,4,12,Loss,1,3.0
229,4003,Ezreal,0:02:57,Team1,bad invade,enemy,7,3,11,Win,0,6.0
230,4003,Blitzcrank,0:03:04,Team1, dumb true cause they came near turret,enemy,3,5,20,Win,1,4.6
231,4003,Blitzcrank,0:03:09,Team1,but nvm,enemy,3,5,20,Win,0,4.6
232,4003,Jinx,0:03:26,Team2,i will b,ally,6,7,8,Loss,0,2.0
233,4003,Janna,0:03:29,Team2,ok,ally,0,4,12,Loss,0,3.0
234,4003,Kennen,0:04:35,Team2,Yorick tp down,ally,5,7,6,Loss,0,1.57
235,4003,Aatrox,0:04:56,Team2, fuck ed bot?,ally,4,12,11,Loss,1,1.25
236,4003,Janna,0:05:02,Team2,in tri,ally,0,4,12,Loss,0,3.0
237,4003,Jinx,0:05:13,Team2,think they saw,ally,6,7,8,Loss,0,2.0
238,4003,Janna,0:05:14,Team2,seems there too,ally,0,4,12,Loss,0,3.0
239,4003,Blitzcrank,0:05:53,Team1,so bad lol,enemy,3,5,20,Win,0,4.6
240,4003,Jinx,0:06:50,Team2,how did my w miss him?,ally,6,7,8,Loss,0,2.0
241,4003,Jinx,0:06:52,Team2,at tower lol..,ally,6,7,8,Loss,0,2.0
242,4003,Janna,0:06:55,Team2,no clue,ally,0,4,12,Loss,0,3.0
243,4003,Jinx,0:07:05,Team2,he was right infront of me :(,ally,6,7,8,Loss,0,2.0
244,4003,Jinx,0:07:24,Team2,noob noob ..,ally,6,7,8,Loss,1,2.0
245,4003,Ahri,0:08:08,Team2,ty,offender,5,9,4,Loss,0,1.0
246,4003,Janna,0:09:06,Team2,can u just poke them with the rocket launcher :D?,ally,0,4,12,Loss,0,3.0
247,4003,Blitzcrank,0:10:41,Team1,oom,enemy,3,5,20,Win,0,4.6
248,4003,Janna,0:11:01,Team2,wp jinx,ally,0,4,12,Loss,0,3.0
249,4003,Jinx,0:11:03,Team2,thx,ally,6,7,8,Loss,0,2.0
250,4003,Ahri,0:11:13,Team2,why dont giver me,offender,5,9,4,Loss,0,1.0
251,4003,Ahri,0:11:15,Team2,lol,offender,5,9,4,Loss,0,1.0
252,4003,Jinx,0:12:06,Team2,lol,ally,6,7,8,Loss,0,2.0
253,4003,Blitzcrank,0:12:12,Team1,hm,enemy,3,5,20,Win,0,4.6
254,4003,Janna,0:12:15,Team2,descend from the skies,ally,0,4,12,Loss,0,3.0
255,4003,Janna,0:12:55,Team2, --- d,ally,0,4,12,Loss,0,3.0
256,4003,Blitzcrank,0:13:36,Team1, fucker,enemy,3,5,20,Win,1,4.6
257,4003,Amumu,0:13:36,Team1, --- d,enemy,10,2,15,Win,0,12.5
258,4003,Jinx,0:13:41,Team2,fml on taht ultui,ally,6,7,8,Loss,0,2.0
259,4003,Yorick,0:14:10,Team1,tp in 1 min,enemy,6,5,20,Win,0,5.2
260,4003,Kennen,0:14:14,Team2,ss,ally,5,7,6,Loss,0,1.57
261,4003,Janna,0:15:24,Team2,of,ally,0,4,12,Loss,0,3.0
262,4003,Yorick,0:15:52,Team1,wp,enemy,6,5,20,Win,0,5.2
263,4003,Ahri,0:15:58,Team2,why noob take all kills mid,offender,5,9,4,Loss,1,1.0
264,4003,Ahri,0:15:59,Team2,WHY,offender,5,9,4,Loss,0,1.0
265,4003,Kennen,0:16:00,Team2,to,ally,5,7,6,Loss,0,1.57
266,4003,Kennen,0:16:03,Team2,tp,ally,5,7,6,Loss,0,1.57
267,4003,Aatrox,0:16:04,Team2,lol my fault..,ally,4,12,11,Loss,0,1.25
268,4003,Aatrox,0:16:05,Team2,kk,ally,4,12,11,Loss,0,1.25
269,4003,Aatrox,0:16:09,Team2,noob try duel a fizz,ally,4,12,11,Loss,1,1.25
270,4003,Janna,0:16:22,Team2,wp,ally,0,4,12,Loss,0,3.0
271,4003,Amumu,0:16:22,Team1,wtf,enemy,10,2,15,Win,0,12.5
272,4003,Blitzcrank,0:16:22,Team1,no mana,enemy,3,5,20,Win,0,4.6
273,4003,Kennen,0:16:30,Team2,fuckhead jinx,ally,5,7,6,Loss,1,1.57
274,4003,Ezreal,0:16:33,Team1,no followthrough,enemy,7,3,11,Win,0,6.0
275,4003,Blitzcrank,0:16:36,Team1,just let them,enemy,3,5,20,Win,0,4.6
276,4003,Ezreal,0:16:37,Team1,we had em,enemy,7,3,11,Win,0,6.0
277,4003,Jinx,0:16:38,Team2,u2,ally,6,7,8,Loss,0,2.0
278,4003,Blitzcrank,0:16:40,Team1,if they are lucky,enemy,3,5,20,Win,0,4.6
279,4003,Ezreal,0:16:42,Team1,sure blitz just let em,enemy,7,3,11,Win,0,6.0
280,4003,Yorick,0:16:42,Team1,noob dived,enemy,6,5,20,Win,1,5.2
281,4003,Blitzcrank,0:16:45,Team1,dive is always bad,enemy,3,5,20,Win,0,4.6
282,4003,Ezreal,0:16:47,Team1,i was not,enemy,7,3,11,Win,0,6.0
283,4003,Ezreal,0:16:50,Team1,in turret range,enemy,7,3,11,Win,0,6.0
284,4003,Ezreal,0:16:54,Team1,dive is always bad???,enemy,7,3,11,Win,0,6.0
285,4003,Blitzcrank,0:16:54,Team1,u dived,enemy,3,5,20,Win,0,4.6
286,4003,Blitzcrank,0:16:56,Team1,wtf,enemy,3,5,20,Win,0,4.6
287,4003,Ezreal,0:16:58,Team1,lol,enemy,7,3,11,Win,0,6.0
288,4003,Ezreal,0:17:00,Team1,hf on ignore,enemy,7,3,11,Win,0,6.0
289,4003,Yorick,0:17:02,Team1,got 2 turret h nigger,enemy,6,5,20,Win,1,5.2
290,4003,Yorick,0:17:05,Team1,rofl,enemy,6,5,20,Win,0,5.2
291,4003,Blitzcrank,0:17:08,Team1,like shit re,enemy,3,5,20,Win,1,4.6
292,4003,Janna,0:17:11,Team2, --- d,ally,0,4,12,Loss,0,3.0
293,4003,Ezreal,0:17:19,Team1,u guys bailed,enemy,7,3,11,Win,0,6.0
294,4003,Ezreal,0:17:22,Team1,instead of taking the kill,enemy,7,3,11,Win,0,6.0
295,4003,Ezreal,0:17:24,Team1,so save it,enemy,7,3,11,Win,0,6.0
296,4003,Janna,0:17:43,Team2,wp,ally,0,4,12,Loss,0,3.0
297,4003,Fizz,0:17:44,Team1,COME,enemy,13,5,10,Win,0,4.6
298,4003,Fizz,0:17:45,Team1,MId,enemy,13,5,10,Win,0,4.6
299,4003,Fizz,0:17:51,Team1,asshole FUCK UR WRAIGHT,enemy,13,5,10,Win,1,4.6
300,4003,Kennen,0:18:02,Team2,omw to drag,ally,5,7,6,Loss,0,1.57
301,4003,Yorick,0:18:23,Team1,rofl,enemy,6,5,20,Win,0,5.2
302,4003,Yorick,0:18:25,Team1,wp,enemy,6,5,20,Win,0,5.2
303,4003,Amumu,0:18:28,Team1,sorry for carrying dumb noob fish,enemy,10,2,15,Win,1,12.5
304,4003,Blitzcrank,0:18:29,Team1,got kill,enemy,3,5,20,Win,0,4.6
305,4003,Blitzcrank,0:18:33,Team1,not good,enemy,3,5,20,Win,0,4.6
306,4003,Amumu,0:18:56,Team1,d up,enemy,10,2,15,Win,0,12.5
307,4003,Amumu,0:19:04,Team1,come ez,enemy,10,2,15,Win,1,12.5
308,4003,Jinx,0:19:05,Team2,next time please dont do that ahri,ally,6,7,8,Loss,0,2.0
309,4003,Kennen,0:20:04,Team2,nice shield,ally,5,7,6,Loss,0,1.57
310,4003,Janna,0:20:20,Team2, --- d,ally,0,4,12,Loss,0,3.0
